@relation unknow
@attribute at1 real [0.0, 100.0]
@attribute at2 real [0.0, 100.0]
@attribute at3 real [0.0, 100.0]
@attribute at4 real [0.0, 100.0]
@attribute at5 real [0.0, 100.0]
@attribute at6 real [0.0, 100.0]
@attribute at7 real [0.0, 100.0]
@attribute at8 real [0.0, 100.0]
@attribute at9 real [0.0, 100.0]
@attribute at10 real [0.0, 100.0]
@attribute at11 real [0.0, 100.0]
@attribute at12 real [0.0, 100.0]
@attribute at13 real [0.0, 100.0]
@attribute at14 real [0.0, 100.0]
@attribute at15 real [0.0, 100.0]
@attribute at16 real [0.0, 100.0]
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9, at10, at11, at12, at13, at14, at15, at16
@outputs class
@data
0.0, 66.0, 39.0, 83.0, 100.0, 100.0, 100.0, 82.0, 84.0, 62.0, 68.0, 41.0, 58.0, 20.0, 50.0, 0.0, 1
100.0, 94.0, 72.0, 100.0, 49.0, 93.0, 44.0, 64.0, 68.0, 53.0, 55.0, 29.0, 29.0, 13.0, 0.0, 0.0, 5
87.0, 67.0, 66.0, 100.0, 0.0, 79.0, 49.0, 45.0, 100.0, 10.0, 40.0, 0.0, 37.0, 40.0, 81.0, 78.0, 8
0.0, 55.0, 20.0, 68.0, 65.0, 88.0, 100.0, 100.0, 76.0, 75.0, 51.0, 50.0, 28.0, 25.0, 11.0, 0.0, 1
14.0, 96.0, 87.0, 100.0, 21.0, 96.0, 22.0, 58.0, 70.0, 65.0, 100.0, 28.0, 54.0, 0.0, 0.0, 17.0, 5
32.0, 100.0, 19.0, 78.0, 0.0, 48.0, 49.0, 35.0, 100.0, 47.0, 98.0, 60.0, 75.0, 30.0, 59.0, 0.0, 4
69.0, 78.0, 31.0, 98.0, 21.0, 62.0, 61.0, 21.0, 0.0, 0.0, 10.0, 40.0, 79.0, 72.0, 100.0, 100.0, 8
31.0, 89.0, 0.0, 57.0, 4.0, 14.0, 61.0, 0.0, 100.0, 33.0, 95.0, 77.0, 47.0, 100.0, 16.0, 72.0, 0
32.0, 100.0, 18.0, 63.0, 52.0, 30.0, 23.0, 0.0, 0.0, 37.0, 8.0, 79.0, 52.0, 94.0, 100.0, 99.0, 5
28.0, 91.0, 49.0, 71.0, 100.0, 35.0, 55.0, 0.0, 0.0, 24.0, 32.0, 63.0, 82.0, 100.0, 45.0, 100.0, 8
11.0, 55.0, 13.0, 10.0, 51.0, 0.0, 85.0, 29.0, 100.0, 70.0, 72.0, 100.0, 30.0, 90.0, 0.0, 58.0, 0
100.0, 67.0, 70.0, 100.0, 24.0, 88.0, 0.0, 46.0, 9.0, 0.0, 57.0, 2.0, 92.0, 34.0, 91.0, 75.0, 0
59.0, 100.0, 0.0, 78.0, 33.0, 53.0, 100.0, 56.0, 67.0, 89.0, 46.0, 73.0, 37.0, 36.0, 29.0, 0.0, 4
97.0, 87.0, 56.0, 74.0, 34.0, 95.0, 83.0, 100.0, 100.0, 68.0, 88.0, 36.0, 53.0, 8.0, 0.0, 0.0, 9
100.0, 81.0, 60.0, 100.0, 33.0, 68.0, 82.0, 62.0, 94.0, 80.0, 87.0, 36.0, 52.0, 0.0, 0.0, 2.0, 9
100.0, 86.0, 43.0, 100.0, 0.0, 74.0, 45.0, 38.0, 66.0, 0.0, 36.0, 25.0, 63.0, 64.0, 90.0, 94.0, 8
13.0, 72.0, 1.0, 33.0, 27.0, 0.0, 75.0, 10.0, 100.0, 44.0, 88.0, 83.0, 43.0, 100.0, 0.0, 82.0, 0
53.0, 100.0, 0.0, 77.0, 10.0, 45.0, 100.0, 43.0, 87.0, 66.0, 47.0, 77.0, 35.0, 39.0, 31.0, 0.0, 4
0.0, 89.0, 15.0, 100.0, 56.0, 97.0, 39.0, 64.0, 12.0, 33.0, 12.0, 2.0, 57.0, 0.0, 100.0, 11.0, 2
0.0, 86.0, 43.0, 100.0, 97.0, 91.0, 100.0, 57.0, 71.0, 26.0, 39.0, 0.0, 31.0, 35.0, 85.0, 30.0, 7
0.0, 69.0, 22.0, 93.0, 55.0, 100.0, 65.0, 73.0, 46.0, 41.0, 33.0, 8.0, 65.0, 0.0, 100.0, 4.0, 2
0.0, 92.0, 40.0, 100.0, 100.0, 86.0, 91.0, 45.0, 65.0, 6.0, 30.0, 0.0, 21.0, 30.0, 92.0, 36.0, 7
74.0, 73.0, 31.0, 61.0, 47.0, 91.0, 93.0, 100.0, 100.0, 68.0, 83.0, 35.0, 50.0, 8.0, 0.0, 0.0, 9
59.0, 49.0, 48.0, 85.0, 100.0, 100.0, 95.0, 58.0, 55.0, 23.0, 0.0, 2.0, 21.0, 13.0, 82.0, 0.0, 2
26.0, 88.0, 0.0, 58.0, 4.0, 17.0, 54.0, 0.0, 96.0, 28.0, 100.0, 69.0, 63.0, 100.0, 12.0, 86.0, 0
4.0, 85.0, 64.0, 100.0, 96.0, 72.0, 68.0, 34.0, 44.0, 0.0, 100.0, 31.0, 87.0, 44.0, 0.0, 41.0, 7
0.0, 71.0, 47.0, 85.0, 100.0, 100.0, 100.0, 81.0, 84.0, 61.0, 66.0, 41.0, 47.0, 20.0, 31.0, 0.0, 1
0.0, 93.0, 64.0, 100.0, 100.0, 80.0, 91.0, 50.0, 80.0, 20.0, 68.0, 0.0, 22.0, 20.0, 87.0, 28.0, 7
0.0, 92.0, 57.0, 100.0, 100.0, 77.0, 77.0, 38.0, 46.0, 0.0, 25.0, 9.0, 25.0, 48.0, 92.0, 58.0, 7
0.0, 49.0, 37.0, 66.0, 71.0, 87.0, 100.0, 100.0, 87.0, 75.0, 75.0, 50.0, 61.0, 25.0, 51.0, 0.0, 1
38.0, 85.0, 73.0, 100.0, 100.0, 86.0, 68.0, 65.0, 87.0, 42.0, 81.0, 15.0, 42.0, 0.0, 0.0, 12.0, 3
64.0, 86.0, 79.0, 100.0, 100.0, 87.0, 73.0, 63.0, 93.0, 41.0, 83.0, 13.0, 43.0, 0.0, 0.0, 5.0, 3
0.0, 78.0, 23.0, 100.0, 52.0, 88.0, 39.0, 62.0, 25.0, 37.0, 11.0, 12.0, 47.0, 0.0, 100.0, 4.0, 2
82.0, 100.0, 64.0, 89.0, 31.0, 67.0, 0.0, 45.0, 62.0, 37.0, 100.0, 46.0, 78.0, 23.0, 71.0, 0.0, 4
100.0, 83.0, 62.0, 100.0, 22.0, 73.0, 0.0, 44.0, 3.0, 13.0, 70.0, 0.0, 95.0, 22.0, 8.0, 21.0, 6
0.0, 74.0, 18.0, 100.0, 50.0, 94.0, 45.0, 62.0, 32.0, 32.0, 24.0, 4.0, 62.0, 0.0, 100.0, 1.0, 2
100.0, 100.0, 53.0, 79.0, 19.0, 50.0, 0.0, 18.0, 36.0, 0.0, 74.0, 25.0, 52.0, 53.0, 2.0, 38.0, 6
0.0, 68.0, 17.0, 84.0, 81.0, 100.0, 100.0, 81.0, 86.0, 60.0, 72.0, 40.0, 58.0, 20.0, 50.0, 0.0, 1
0.0, 92.0, 31.0, 100.0, 60.0, 88.0, 47.0, 54.0, 24.0, 25.0, 33.0, 0.0, 66.0, 2.0, 100.0, 8.0, 2
72.0, 72.0, 90.0, 100.0, 0.0, 94.0, 5.0, 59.0, 91.0, 65.0, 100.0, 68.0, 60.0, 34.0, 25.0, 0.0, 9
3.0, 58.0, 20.0, 100.0, 41.0, 80.0, 22.0, 38.0, 0.0, 8.0, 33.0, 4.0, 66.0, 3.0, 100.0, 0.0, 2
0.0, 79.0, 34.0, 100.0, 64.0, 87.0, 57.0, 59.0, 100.0, 48.0, 92.0, 16.0, 50.0, 0.0, 9.0, 11.0, 3
31.0, 95.0, 2.0, 68.0, 64.0, 58.0, 62.0, 10.0, 0.0, 0.0, 10.0, 52.0, 31.0, 100.0, 100.0, 100.0, 5
30.0, 90.0, 0.0, 56.0, 2.0, 18.0, 46.0, 0.0, 87.0, 28.0, 100.0, 66.0, 78.0, 100.0, 21.0, 100.0, 0
28.0, 83.0, 6.0, 56.0, 73.0, 48.0, 83.0, 10.0, 15.0, 0.0, 0.0, 42.0, 32.0, 90.0, 100.0, 100.0, 5
39.0, 100.0, 17.0, 84.0, 0.0, 63.0, 8.0, 42.0, 42.0, 33.0, 79.0, 30.0, 100.0, 18.0, 78.0, 0.0, 4
17.0, 94.0, 97.0, 100.0, 45.0, 94.0, 20.0, 67.0, 47.0, 73.0, 100.0, 42.0, 68.0, 0.0, 0.0, 16.0, 5
100.0, 98.0, 67.0, 100.0, 29.0, 76.0, 2.0, 44.0, 0.0, 8.0, 45.0, 0.0, 54.0, 32.0, 11.0, 50.0, 6
3.0, 91.0, 61.0, 100.0, 47.0, 97.0, 5.0, 74.0, 48.0, 52.0, 100.0, 32.0, 56.0, 12.0, 0.0, 0.0, 5
26.0, 92.0, 64.0, 100.0, 100.0, 94.0, 79.0, 73.0, 61.0, 50.0, 64.0, 25.0, 37.0, 7.0, 0.0, 0.0, 3
100.0, 100.0, 64.0, 80.0, 36.0, 60.0, 12.0, 38.0, 0.0, 16.0, 28.0, 0.0, 74.0, 15.0, 12.0, 10.0, 6
24.0, 100.0, 0.0, 82.0, 0.0, 49.0, 65.0, 51.0, 100.0, 82.0, 81.0, 63.0, 49.0, 32.0, 21.0, 0.0, 4
96.0, 100.0, 60.0, 82.0, 18.0, 54.0, 0.0, 33.0, 63.0, 26.0, 99.0, 49.0, 94.0, 34.0, 100.0, 0.0, 4
29.0, 100.0, 9.0, 82.0, 0.0, 63.0, 6.0, 44.0, 39.0, 35.0, 77.0, 33.0, 100.0, 19.0, 96.0, 0.0, 4
30.0, 75.0, 54.0, 100.0, 100.0, 99.0, 74.0, 72.0, 79.0, 46.0, 88.0, 18.0, 43.0, 0.0, 0.0, 12.0, 3
0.0, 82.0, 35.0, 100.0, 58.0, 85.0, 42.0, 57.0, 21.0, 29.0, 15.0, 0.0, 58.0, 2.0, 100.0, 11.0, 2
86.0, 100.0, 49.0, 77.0, 28.0, 51.0, 26.0, 24.0, 51.0, 0.0, 100.0, 13.0, 63.0, 34.0, 0.0, 31.0, 6
0.0, 77.0, 27.0, 100.0, 54.0, 89.0, 33.0, 60.0, 11.0, 32.0, 16.0, 3.0, 58.0, 0.0, 100.0, 3.0, 2
55.0, 100.0, 48.0, 93.0, 0.0, 72.0, 34.0, 58.0, 100.0, 52.0, 97.0, 48.0, 58.0, 25.0, 32.0, 0.0, 4
64.0, 100.0, 38.0, 98.0, 0.0, 75.0, 23.0, 61.0, 85.0, 46.0, 100.0, 48.0, 69.0, 24.0, 43.0, 0.0, 4
